date,amount,description,category,type,payment_method,installments,monthly_payment
2023-05-05,7.32,Gas station refill,Transportation,expense,debit_card,0,0.0
2023-02-12,107.54,Mobile phone plan,Utilities,expense,debit_card,0,0.0
2024-02-22,142.22,Target shopping,Shopping,expense,debit_card,0,0.0
2023-02-16,108.92,Course on Udemy,Education,expense,debit_card,0,0.0
2024-09-05,89.37,Lab tests,Health,expense,debit_card,0,0.0
2023-02-22,1.0,Aldi grocery,Food,expense,credit_card,12,0.08
2023-07-17,1.0,Lab tests,Health,expense,credit_card,9,0.11
2023-04-13,13.88,Juan Valdez coffee,Food,expense,debit_card,0,0.0
2024-08-08,1.0,McDonalds combo,Food,expense,debit_card,0,0.0
2024-10-08,29.82,Fresh market fruits,Food,expense,cash,0,0.0
2024-09-17,18.84,Aldi grocery,Food,expense,credit_card,2,9.42
2024-11-02,11.5,Subway sandwich,Food,expense,cash,0,0.0
2023-09-04,1848.19,Tax refund,Income,income,debit_card,0,0.0
2023-09-16,2882.94,Tax refund,Income,income,debit_card,0,0.0
2024-11-14,1.0,BestBuy electronics,Shopping,expense,credit_card,18,0.06
2024-11-12,1.0,El Corral burger,Food,expense,debit_card,0,0.0
2023-07-09,4036.32,Bonus payment,Income,income,debit_card,0,0.0
2023-01-26,25.81,Car wash service,Transportation,expense,debit_card,0,0.0
2023-02-10,16.72,Amazon package,Shopping,expense,debit_card,0,0.0
2024-09-02,1.0,Motorbike maintenance,Transportation,expense,cash,0,0.0
2023-10-01,1.0,Xiaomi phone,Shopping,expense,credit_card,6,0.17
2023-04-09,4558.6,Tax refund,Income,income,cash,0,0.0
2024-01-07,40.62,Course on Udemy,Education,expense,debit_card,0,0.0
2024-12-10,6.97,Tostao coffee,Food,expense,debit_card,0,0.0
2024-10-14,383.66,Course on Udemy,Education,expense,cash,0,0.0
2023-07-20,2167.84,Bonus payment,Income,income,cash,0,0.0
2024-12-27,20.69,Lift ride,Transportation,expense,debit_card,0,0.0
2024-09-24,19.02,DoorDash order,Food,expense,debit_card,0,0.0
2023-04-26,1.0,Amazon package,Shopping,expense,debit_card,0,0.0
2024-09-24,39.47,Decathlon gear,Shopping,expense,debit_card,0,0.0
2023-07-02,104.58,BestBuy electronics,Shopping,expense,debit_card,0,0.0
2024-12-10,1.0,Toll payment,Transportation,expense,debit_card,0,0.0
2023-10-29,28.75,Medical consultation,Health,expense,credit_card,12,2.4
2024-05-30,519.43,Freelance project,Income,income,debit_card,0,0.0
2024-09-12,1.0,Parking garage fee,Transportation,expense,credit_card,9,0.11
2023-02-03,1.0,Uber airport trip,Transportation,expense,debit_card,0,0.0
2024-07-21,1.0,Home internet service,Utilities,expense,debit_card,0,0.0
2023-04-23,1.0,Marketplace item sale,Income,income,credit_card,24,0.04
2024-08-13,6859.85,Freelance project,Income,income,credit_card,3,2286.62
2024-02-18,70.9,HBO Max monthly,Entertainment,expense,debit_card,0,0.0
2023-10-21,37.35,Taxi city center,Transportation,expense,debit_card,0,0.0
2024-02-07,36.86,Chicken takeout,Food,expense,debit_card,0,0.0
2023-02-16,1.0,Lab tests,Health,expense,credit_card,36,0.03
2023-04-19,1.0,Payroll deposit,Income,income,debit_card,0,0.0
2024-07-27,45.37,Fresh market fruits,Food,expense,cash,0,0.0
2023-03-24,22.28,Annual domain payment,Utilities,expense,credit_card,6,3.71
2024-05-26,1.0,Target shopping,Shopping,expense,credit_card,3,0.33
2023-07-02,53.58,Physiotherapy session,Health,expense,debit_card,0,0.0
2024-08-16,1.0,Vehicle inspection fee,Transportation,expense,debit_card,0,0.0
2024-10-31,1.0,HBO Max monthly,Entertainment,expense,debit_card,0,0.0
2024-10-22,17.72,Course on Udemy,Education,expense,debit_card,0,0.0
2023-01-10,24.02,D1 grocery,Food,expense,cash,0,0.0
2024-09-01,1.0,DollarStore purchase,Shopping,expense,debit_card,0,0.0
2024-02-28,1.0,DollarStore purchase,Shopping,expense,debit_card,0,0.0
2023-01-15,1.0,Netflix subscription,Entertainment,expense,debit_card,0,0.0
2023-05-10,7.59,Amazon Prime Video,Entertainment,expense,cash,0,0.0
2023-10-30,1.0,Adidas running shoes,Shopping,expense,debit_card,0,0.0
2024-05-26,1.0,SmartFit membership,Health,expense,debit_card,0,0.0
2024-11-14,11.15,Bus card recharge,Transportation,expense,credit_card,12,0.93
2024-05-05,1.0,Fiber internet service,Utilities,expense,credit_card,18,0.06
2023-12-15,15.86,Movie theater tickets,Entertainment,expense,credit_card,1,15.86
2023-09-01,165.74,H&M hoodie,Shopping,expense,debit_card,0,0.0
2024-01-16,49.06,Steam game purchase,Entertainment,expense,credit_card,36,1.36
2024-10-25,254.09,Target shopping,Shopping,expense,debit_card,0,0.0
2023-12-31,27.62,Metro card reload,Transportation,expense,debit_card,0,0.0
2023-03-31,1.0,Annual domain payment,Utilities,expense,debit_card,0,0.0
2024-02-17,1.0,Panamericana supplies,Shopping,expense,credit_card,9,0.11
2024-05-25,30.92,Uber airport trip,Transportation,expense,debit_card,0,0.0
2023-05-09,1.0,Nike sneakers,Shopping,expense,debit_card,0,0.0
2023-08-28,15.63,Zara pants,Shopping,expense,credit_card,6,2.6
2024-11-29,8.72,Uber airport trip,Transportation,expense,debit_card,0,0.0
2024-11-22,1.0,Motorbike maintenance,Transportation,expense,debit_card,0,0.0
2024-12-18,29.05,Uber airport trip,Transportation,expense,debit_card,0,0.0
2023-11-01,4.56,El Corral burger,Food,expense,debit_card,0,0.0
2024-10-10,193.14,Electricity bill,Utilities,expense,debit_card,0,0.0
2023-06-04,4304.24,Corporate reimbursement,Income,income,debit_card,0,0.0
2023-01-24,11.0,Fresh market fruits,Food,expense,credit_card,18,0.61
2023-01-25,20.31,Dominos pizza,Food,expense,credit_card,18,1.13
2023-04-06,17.86,Taxi city center,Transportation,expense,debit_card,0,0.0
2024-06-19,1.0,Fiber internet service,Utilities,expense,debit_card,0,0.0
2024-05-28,1.0,Grocery store purchase,Food,expense,debit_card,0,0.0
2024-06-04,23.06,El Corral burger,Food,expense,cash,0,0.0
2024-08-08,14.06,UberEats order,Food,expense,debit_card,0,0.0
2023-11-20,59.17,Burger King deal,Food,expense,credit_card,36,1.64
2023-01-08,1.0,Gas bill,Utilities,expense,debit_card,0,0.0
2023-10-12,1.0,Dominos pizza,Food,expense,credit_card,1,1.0
2024-04-24,34.74,Water bill,Utilities,expense,debit_card,0,0.0
2024-05-17,91.5,Gas bill,Utilities,expense,credit_card,24,3.81
2024-12-26,36.0,Toll payment,Transportation,expense,credit_card,18,2.0
2024-08-06,2209.46,Severance payment,Income,income,cash,0,0.0
2024-05-01,1958.0,Payroll deposit,Income,income,debit_card,0,0.0
2024-11-10,15.45,Quick lunch menu,Food,expense,debit_card,0,0.0
2023-02-09,42.98,KFC bucket,Food,expense,credit_card,18,2.39
2024-11-28,277.82,BestBuy electronics,Shopping,expense,credit_card,1,277.82
2024-08-03,1.0,Decathlon gear,Shopping,expense,credit_card,24,0.04
2024-01-13,1.0,Tax refund,Income,income,credit_card,24,0.04
2024-06-17,138.67,H&M hoodie,Shopping,expense,debit_card,0,0.0
2024-04-15,1.0,Lab tests,Health,expense,debit_card,0,0.0
2024-08-20,42.97,DollarStore purchase,Shopping,expense,debit_card,0,0.0
2024-03-17,185.34,Mobile phone plan,Utilities,expense,debit_card,0,0.0
2024-03-02,1.0,BestBuy electronics,Shopping,expense,credit_card,18,0.06
2024-12-22,1.0,Toll payment,Transportation,expense,credit_card,9,0.11
2024-09-24,8490.25,Severance payment,Income,income,credit_card,9,943.36
2023-08-05,321.09,Mobile phone plan,Utilities,expense,debit_card,0,0.0
2023-03-29,33.78,Juan Valdez coffee,Food,expense,credit_card,18,1.88
2024-03-23,1.0,Academic seminar,Education,expense,debit_card,0,0.0
2023-12-11,36.67,Local bakery breakfast,Food,expense,debit_card,0,0.0
2024-10-14,88.17,HBO Max monthly,Entertainment,expense,cash,0,0.0
2023-08-16,1.0,Metro card reload,Transportation,expense,debit_card,0,0.0
2024-04-20,77.43,Home Depot tools,Shopping,expense,debit_card,0,0.0
2023-06-11,89.73,Walmart groceries,Shopping,expense,cash,0,0.0
2023-02-05,11.53,Uber downtown ride,Transportation,expense,credit_card,3,3.84
2024-05-17,7.28,Annual domain payment,Utilities,expense,credit_card,9,0.81
2023-10-04,38.46,Metro card reload,Transportation,expense,credit_card,12,3.21
2023-04-20,23.71,Rappi delivery,Food,expense,cash,0,0.0
2023-06-21,118.76,Medical consultation,Health,expense,credit_card,36,3.3
2024-03-30,184.73,Class materials,Education,expense,credit_card,36,5.13
2023-12-08,1.0,Taxi city center,Transportation,expense,debit_card,0,0.0
2023-04-16,204.29,Home Depot tools,Shopping,expense,credit_card,1,204.29
2023-12-19,32.73,Vitamin supplements,Health,expense,cash,0,0.0
2023-06-25,14.8,KFC bucket,Food,expense,credit_card,2,7.4
2024-01-27,15.63,Fiber internet service,Utilities,expense,debit_card,0,0.0
2024-02-21,1.0,Google Play purchase,Entertainment,expense,debit_card,0,0.0
2023-07-25,76.59,Movie theater tickets,Entertainment,expense,debit_card,0,0.0
2023-12-02,21.37,Rappi delivery,Food,expense,debit_card,0,0.0
2024-03-03,1.0,Walmart groceries,Shopping,expense,debit_card,0,0.0
2024-06-11,38.89,Toll payment,Transportation,expense,cash,0,0.0
2024-04-05,1.0,Chicken takeout,Food,expense,cash,0,0.0
2023-03-04,1.0,Tostao coffee,Food,expense,debit_card,0,0.0
2023-05-28,27.88,McD meal,Food,expense,debit_card,0,0.0
2024-08-06,7.67,Xbox Game Pass,Entertainment,expense,debit_card,0,0.0
2024-12-29,1.0,Rappi delivery,Food,expense,debit_card,0,0.0
2023-07-23,10.87,McDonalds combo,Food,expense,debit_card,0,0.0
2024-08-18,1.0,Riot Games RP,Entertainment,expense,credit_card,24,0.04
2024-09-11,58.55,Web hosting,Utilities,expense,credit_card,6,9.76
2024-06-01,16.37,Andres DC food,Food,expense,debit_card,0,0.0
2024-08-22,41.65,D1 grocery,Food,expense,credit_card,9,4.63
2023-04-14,12297.78,Marketplace item sale,Income,income,credit_card,3,4099.26
2024-12-01,24.19,Bus card recharge,Transportation,expense,credit_card,1,24.19
2024-07-04,97.15,Amazon package,Shopping,expense,credit_card,36,2.7
2024-04-02,1.0,Uber airport trip,Transportation,expense,cash,0,0.0
2024-04-05,74.54,Steam game purchase,Entertainment,expense,credit_card,1,74.54
2023-08-19,210.2,Zara pants,Shopping,expense,credit_card,24,8.76
2024-01-16,6145.97,Severance payment,Income,income,cash,0,0.0
2024-03-24,21.19,D1 grocery,Food,expense,debit_card,0,0.0
2024-09-04,30.74,Starbucks latte,Food,expense,credit_card,1,30.74
2024-07-05,158.53,Bluetooth earphones,Shopping,expense,debit_card,0,0.0
2024-08-03,1.0,Water bill,Utilities,expense,debit_card,0,0.0
2024-12-30,1.0,Thesis printing,Education,expense,credit_card,12,0.08
2024-02-26,79.73,Walmart groceries,Shopping,expense,debit_card,0,0.0
2024-05-23,46.04,Quick lunch menu,Food,expense,debit_card,0,0.0
2024-03-12,1.0,Bonus payment,Income,income,debit_card,0,0.0
2023-08-25,1.0,Fiber internet service,Utilities,expense,debit_card,0,0.0
2024-03-15,1.0,Uber downtown ride,Transportation,expense,credit_card,12,0.08
2023-03-08,1.0,Thesis printing,Education,expense,debit_card,0,0.0
2024-08-20,215.94,DollarStore purchase,Shopping,expense,debit_card,0,0.0
2024-11-10,1.0,Cable TV package,Utilities,expense,credit_card,2,0.5
2024-11-07,1.0,SmartFit membership,Health,expense,debit_card,0,0.0
2024-08-02,113.87,Adidas running shoes,Shopping,expense,credit_card,24,4.74
2024-05-29,36.19,Starbucks latte,Food,expense,credit_card,12,3.02
2023-08-31,8.09,Arena event entry,Entertainment,expense,debit_card,0,0.0
2023-08-12,20.28,Motorbike maintenance,Transportation,expense,debit_card,0,0.0
2024-03-11,7.87,Motorbike maintenance,Transportation,expense,debit_card,0,0.0
2023-06-20,13.87,El Corral burger,Food,expense,debit_card,0,0.0
2024-12-07,1.0,Car wash service,Transportation,expense,debit_card,0,0.0
2023-04-11,41.21,Arena event entry,Entertainment,expense,debit_card,0,0.0
2024-03-31,3.89,McDonalds combo,Food,expense,debit_card,0,0.0
2023-01-13,42.91,Nike sneakers,Shopping,expense,credit_card,1,42.91
2023-02-23,1755.6,Bonus payment,Income,income,debit_card,0,0.0
2023-04-27,1.0,Lift ride,Transportation,expense,debit_card,0,0.0
2024-03-18,13.75,Panamericana supplies,Shopping,expense,cash,0,0.0
2024-01-05,134.69,Adidas running shoes,Shopping,expense,debit_card,0,0.0
2023-11-28,1.0,Bluetooth earphones,Shopping,expense,debit_card,0,0.0
2023-05-11,1.0,Toll payment,Transportation,expense,debit_card,0,0.0
2023-12-20,20.65,Spotify Premium,Entertainment,expense,credit_card,12,1.72
2024-11-22,93.16,HBO Max monthly,Entertainment,expense,cash,0,0.0
2023-12-02,1.0,Xiaomi phone,Shopping,expense,debit_card,0,0.0
2024-02-10,1.0,Riot Games RP,Entertainment,expense,credit_card,36,0.03
2023-05-13,41.59,Motorbike maintenance,Transportation,expense,credit_card,36,1.16
2024-01-02,6258.7,Freelance project,Income,income,debit_card,0,0.0
2023-12-09,1.0,Nike sneakers,Shopping,expense,debit_card,0,0.0
2024-03-22,50.56,Tostao coffee,Food,expense,credit_card,24,2.11
2024-08-21,16.69,Burger King deal,Food,expense,cash,0,0.0
2024-05-31,9.24,Motorbike maintenance,Transportation,expense,credit_card,18,0.51
2023-01-02,6.48,Qbano sandwich,Food,expense,debit_card,0,0.0
2024-12-29,39.62,Dominos pizza,Food,expense,debit_card,0,0.0
2024-04-30,18.12,Gas bill,Utilities,expense,debit_card,0,0.0
2024-05-25,1.0,Amazon Prime Video,Entertainment,expense,debit_card,0,0.0
2023-10-02,1.0,Cable TV package,Utilities,expense,debit_card,0,0.0
2024-07-08,50.89,Grocery store purchase,Food,expense,credit_card,9,5.65
2024-05-19,14.7,Quick lunch menu,Food,expense,credit_card,24,0.61
2023-02-02,73.0,Thesis printing,Education,expense,credit_card,18,4.06
2024-10-03,1.0,Walmart groceries,Shopping,expense,credit_card,3,0.33
2024-10-20,3912.57,Bonus payment,Income,income,debit_card,0,0.0
2023-05-25,1.0,Local bakery breakfast,Food,expense,credit_card,1,1.0
2024-06-07,1.0,Vehicle inspection fee,Transportation,expense,debit_card,0,0.0
2023-03-07,1.0,Severance payment,Income,income,debit_card,0,0.0
2024-12-12,1.0,Home Depot tools,Shopping,expense,cash,0,0.0
2024-04-10,1.0,DoorDash order,Food,expense,debit_card,0,0.0
2024-08-27,144.8,Home internet service,Utilities,expense,debit_card,0,0.0
2023-12-13,1.0,Tostao coffee,Food,expense,credit_card,9,0.11
2023-12-13,46.61,Subway sandwich,Food,expense,debit_card,0,0.0
2023-09-30,33.86,Concert ticket,Entertainment,expense,debit_card,0,0.0
2023-06-15,25.56,Fresh market fruits,Food,expense,debit_card,0,0.0
2023-06-26,1.0,Web hosting,Utilities,expense,credit_card,24,0.04
2023-05-08,60.0,Medical consultation,Health,expense,debit_card,0,0.0
2023-01-03,82.63,DollarStore purchase,Shopping,expense,debit_card,0,0.0
2023-08-06,40.02,Netflix subscription,Entertainment,expense,debit_card,0,0.0
2024-09-25,1.0,Water bill,Utilities,expense,credit_card,18,0.06
2023-07-26,3.08,Amazon package,Shopping,expense,debit_card,0,0.0
2023-07-30,1.0,Payroll deposit,Income,income,debit_card,0,0.0
2024-12-03,1.0,BestBuy electronics,Shopping,expense,debit_card,0,0.0
2023-05-30,1.0,HBO Max monthly,Entertainment,expense,debit_card,0,0.0
2023-04-13,63.74,Tostao coffee,Food,expense,credit_card,24,2.66
2024-01-30,106.2,Bluetooth earphones,Shopping,expense,debit_card,0,0.0
2023-11-16,1.0,UberEats order,Food,expense,cash,0,0.0
2023-04-28,1.0,Gas station refill,Transportation,expense,debit_card,0,0.0
2023-07-03,1.0,Academic seminar,Education,expense,debit_card,0,0.0
2024-09-17,6431.18,Monthly salary,Income,income,cash,0,0.0
2023-10-12,1.0,Taxi city center,Transportation,expense,credit_card,3,0.33
2024-01-02,952.47,Upwork payment,Income,income,credit_card,18,52.91
2023-10-02,1.0,Bodytech monthly fee,Health,expense,debit_card,0,0.0
2024-03-22,145.84,Fiber internet service,Utilities,expense,cash,0,0.0
2023-02-21,1.0,Mobile phone plan,Utilities,expense,debit_card,0,0.0
2023-04-01,1.0,McD meal,Food,expense,credit_card,12,0.08
2023-07-20,1.0,Local bakery breakfast,Food,expense,debit_card,0,0.0
2024-03-03,29.42,Office lunch,Food,expense,debit_card,0,0.0
2023-02-17,1.0,Gas station refill,Transportation,expense,debit_card,0,0.0
2023-04-23,1.0,Lift ride,Transportation,expense,debit_card,0,0.0
2024-10-06,1.0,Bonus payment,Income,income,debit_card,0,0.0
2023-12-12,1.0,Vitamin supplements,Health,expense,cash,0,0.0
2023-03-28,41.53,Oma coffee,Food,expense,debit_card,0,0.0
2024-09-09,18.01,Decathlon gear,Shopping,expense,debit_card,0,0.0
2024-01-29,111.14,Subway sandwich,Food,expense,debit_card,0,0.0
2024-05-03,1.0,Qbano sandwich,Food,expense,debit_card,0,0.0
2024-02-21,48.78,DoorDash order,Food,expense,debit_card,0,0.0
2024-01-12,1.0,Freelance project,Income,income,credit_card,6,0.17
2023-01-22,4.62,Local bakery breakfast,Food,expense,credit_card,3,1.54
2024-03-24,169.77,Fiber internet service,Utilities,expense,cash,0,0.0
2023-05-31,11.77,Subway sandwich,Food,expense,credit_card,24,0.49
2024-09-20,1.56,Engineering textbook,Education,expense,credit_card,36,0.04
2024-04-07,1.0,Steam game purchase,Entertainment,expense,debit_card,0,0.0
2023-01-10,1.0,Juan Valdez coffee,Food,expense,credit_card,24,0.04
2023-11-04,1.0,Target shopping,Shopping,expense,debit_card,0,0.0
2023-11-24,7.76,McD meal,Food,expense,debit_card,0,0.0
2024-11-21,38.92,HBO Max monthly,Entertainment,expense,credit_card,3,12.97
2024-10-30,26.29,Concert ticket,Entertainment,expense,debit_card,0,0.0
2024-10-11,25.81,Steam game purchase,Entertainment,expense,debit_card,0,0.0
2023-01-28,385.6,Adidas running shoes,Shopping,expense,debit_card,0,0.0
2023-05-28,1.0,Marketplace item sale,Income,income,debit_card,0,0.0
2024-07-29,36.2,Uber airport trip,Transportation,expense,credit_card,12,3.02
2023-12-06,1.0,SmartFit membership,Health,expense,debit_card,0,0.0
2023-02-01,1.0,Home Depot tools,Shopping,expense,debit_card,0,0.0
2024-03-07,15.04,Tostao coffee,Food,expense,credit_card,2,7.52
2024-08-25,1.0,Panamericana supplies,Shopping,expense,debit_card,0,0.0
2023-06-30,1.0,Uber airport trip,Transportation,expense,debit_card,0,0.0
2023-10-22,1.0,Burger King deal,Food,expense,debit_card,0,0.0
2024-06-17,34.42,Riot Games RP,Entertainment,expense,debit_card,0,0.0
2024-10-04,34.09,KFC bucket,Food,expense,debit_card,0,0.0
2023-12-10,1.0,Netflix subscription,Entertainment,expense,debit_card,0,0.0
2024-08-16,13.73,Oma coffee,Food,expense,credit_card,6,2.29
2023-02-07,15.41,Tostao coffee,Food,expense,debit_card,0,0.0
2024-01-02,1.0,Gas station refill,Transportation,expense,credit_card,2,0.5
2024-12-04,100.23,Lab tests,Health,expense,credit_card,36,2.78
2023-10-27,5451.35,Monthly salary,Income,income,debit_card,0,0.0
2024-05-01,1.0,Amazon package,Shopping,expense,credit_card,6,0.17
2023-03-08,1.0,InDriver ride,Transportation,expense,debit_card,0,0.0
2024-12-21,1.0,Xbox Game Pass,Entertainment,expense,cash,0,0.0
2023-08-01,1.0,Gas bill,Utilities,expense,credit_card,24,0.04
2024-08-29,1.0,Fuel tank refill,Transportation,expense,credit_card,9,0.11
2024-07-11,141.8,Water bill,Utilities,expense,credit_card,2,70.9
2024-03-15,59.21,DollarStore purchase,Shopping,expense,credit_card,1,59.21
2023-03-09,2203.25,Tax refund,Income,income,debit_card,0,0.0
2023-07-12,331.98,Academic seminar,Education,expense,credit_card,18,18.44
2024-04-17,340.62,Duolingo Plus subscription,Education,expense,credit_card,36,9.46
2024-06-03,23.47,Andres DC food,Food,expense,debit_card,0,0.0
2023-03-14,14.34,Office lunch,Food,expense,debit_card,0,0.0
2024-05-16,1.0,Motorbike maintenance,Transportation,expense,debit_card,0,0.0
2023-08-23,96.34,Engineering textbook,Education,expense,credit_card,9,10.7
2024-08-03,1.0,Severance payment,Income,income,debit_card,0,0.0
2023-09-05,1.0,Amazon Prime Video,Entertainment,expense,debit_card,0,0.0
2024-09-23,3.65,Arena event entry,Entertainment,expense,debit_card,0,0.0
2023-01-03,4279.22,Tax refund,Income,income,debit_card,0,0.0
2023-10-05,28.42,Tostao coffee,Food,expense,debit_card,0,0.0
2023-08-08,3875.1,Upwork payment,Income,income,credit_card,18,215.28
2023-11-01,50.63,Lift ride,Transportation,expense,debit_card,0,0.0
2023-04-25,1.0,Juan Valdez coffee,Food,expense,debit_card,0,0.0
2023-11-05,437.09,Monthly salary,Income,income,credit_card,18,24.28
2023-04-07,1.0,Lab tests,Health,expense,debit_card,0,0.0
2024-08-04,4.01,Tostao coffee,Food,expense,debit_card,0,0.0
2023-08-12,8467.45,Monthly salary,Income,income,debit_card,0,0.0
2023-12-22,1.0,Tostao coffee,Food,expense,debit_card,0,0.0
2023-04-11,32.56,Medical consultation,Health,expense,debit_card,0,0.0
2024-07-24,35.64,Quick lunch menu,Food,expense,debit_card,0,0.0
2023-11-19,11.72,Taxi city center,Transportation,expense,debit_card,0,0.0
2023-07-09,39.48,Subway sandwich,Food,expense,cash,0,0.0
2023-03-24,1.0,Skin care cream,Health,expense,credit_card,1,1.0
2023-09-22,1.0,Freelance project,Income,income,credit_card,24,0.04
2024-09-10,1.0,H&M hoodie,Shopping,expense,debit_card,0,0.0
2024-04-08,37.18,Toll payment,Transportation,expense,debit_card,0,0.0
2023-04-26,38.2,Chicken takeout,Food,expense,credit_card,12,3.18
2024-03-25,1.0,Lab tests,Health,expense,credit_card,12,0.08
2023-04-05,225.28,Thesis printing,Education,expense,credit_card,3,75.09
2024-10-10,77.83,Gas bill,Utilities,expense,credit_card,6,12.97
2023-06-14,37.71,Grocery store purchase,Food,expense,credit_card,2,18.86
2024-01-14,236.74,Web hosting,Utilities,expense,debit_card,0,0.0
2024-01-02,17.38,Office lunch,Food,expense,debit_card,0,0.0
2023-11-04,1.0,Marketplace item sale,Income,income,cash,0,0.0
2024-11-24,33.09,Physiotherapy session,Health,expense,credit_card,36,0.92
2023-07-07,111.4,DollarStore purchase,Shopping,expense,credit_card,6,18.57
2023-12-26,1.0,Bluetooth earphones,Shopping,expense,cash,0,0.0
2024-01-31,1.0,Electricity bill,Utilities,expense,debit_card,0,0.0
2023-05-06,1.0,Juan Valdez coffee,Food,expense,debit_card,0,0.0
2023-10-25,285.38,Freelance project,Income,income,debit_card,0,0.0
2023-01-02,319.77,University tuition payment,Education,expense,debit_card,0,0.0
2024-04-07,1.0,Severance payment,Income,income,cash,0,0.0
2024-01-23,1.0,Engineering textbook,Education,expense,debit_card,0,0.0
2023-06-23,127.58,Home internet service,Utilities,expense,debit_card,0,0.0
2023-06-28,1.0,Vehicle inspection fee,Transportation,expense,credit_card,3,0.33
2023-01-10,1.0,Vitamin supplements,Health,expense,debit_card,0,0.0
2023-02-13,254.4,BestBuy electronics,Shopping,expense,credit_card,18,14.13
2024-03-30,523.5,Thesis printing,Education,expense,cash,0,0.0
2024-06-07,8.54,Juan Valdez coffee,Food,expense,debit_card,0,0.0
2023-10-18,3609.19,Freelance project,Income,income,credit_card,24,150.38
2024-09-01,1.0,Chicken takeout,Food,expense,credit_card,36,0.03
2024-01-26,27.76,Uber downtown ride,Transportation,expense,debit_card,0,0.0
2024-06-09,1.0,Home internet service,Utilities,expense,debit_card,0,0.0
2024-03-19,28.19,UberEats order,Food,expense,debit_card,0,0.0
2024-03-25,21.62,Subway sandwich,Food,expense,credit_card,12,1.8
2023-07-04,58.12,Aldi grocery,Food,expense,cash,0,0.0
2023-09-08,1.0,Panamericana supplies,Shopping,expense,credit_card,18,0.06
2024-07-01,1.0,BestBuy electronics,Shopping,expense,debit_card,0,0.0
2024-05-25,1.0,Netflix subscription,Entertainment,expense,credit_card,36,0.03
2024-03-23,20.93,DoorDash order,Food,expense,debit_card,0,0.0
2023-02-25,20.71,Juan Valdez coffee,Food,expense,debit_card,0,0.0
2023-09-11,82.8,Water bill,Utilities,expense,credit_card,2,41.4
2024-12-23,1.0,Car wash service,Transportation,expense,debit_card,0,0.0
2023-08-06,1.0,Gym membership,Health,expense,credit_card,9,0.11
2023-07-16,1.0,Thesis printing,Education,expense,debit_card,0,0.0
2023-01-13,1.0,Bodytech monthly fee,Health,expense,debit_card,0,0.0
2023-08-14,79.25,Fiber internet service,Utilities,expense,credit_card,3,26.42
2023-07-06,69.13,Rappi delivery,Food,expense,cash,0,0.0
2023-04-13,59.52,Decathlon gear,Shopping,expense,debit_card,0,0.0
2024-10-24,55.67,Juan Valdez coffee,Food,expense,debit_card,0,0.0
2024-01-08,17.31,Google Play purchase,Entertainment,expense,debit_card,0,0.0
2023-06-01,1.0,Nike sneakers,Shopping,expense,credit_card,24,0.04
2023-04-10,7468.75,Corporate reimbursement,Income,income,credit_card,1,7468.75
2023-12-19,1.0,Bluetooth earphones,Shopping,expense,credit_card,6,0.17
2023-07-15,13.13,D1 grocery,Food,expense,debit_card,0,0.0
2023-10-23,35.65,HBO Max monthly,Entertainment,expense,credit_card,1,35.65
2023-05-08,59.85,Dominos pizza,Food,expense,debit_card,0,0.0
2024-08-10,1.0,Lift ride,Transportation,expense,debit_card,0,0.0
2023-11-23,1.0,Target shopping,Shopping,expense,cash,0,0.0
2023-03-18,5362.39,Monthly salary,Income,income,debit_card,0,0.0
2023-11-22,1.0,Burger King deal,Food,expense,debit_card,0,0.0
2023-09-23,13585.21,Tax refund,Income,income,credit_card,36,377.37
2024-06-09,13.94,Chicken takeout,Food,expense,debit_card,0,0.0
2024-02-26,1.0,Fiber internet service,Utilities,expense,debit_card,0,0.0
2023-10-18,89.33,H&M hoodie,Shopping,expense,debit_card,0,0.0
2023-11-08,37.27,Aldi grocery,Food,expense,cash,0,0.0
2023-03-14,1.0,Pharmacy medicine,Health,expense,credit_card,6,0.17
2024-01-16,34.72,Local bakery breakfast,Food,expense,credit_card,3,11.57
2024-08-18,1.0,Marketplace item sale,Income,income,debit_card,0,0.0
2024-08-28,1.0,Upwork payment,Income,income,cash,0,0.0
2024-05-15,3674.4,Corporate reimbursement,Income,income,debit_card,0,0.0
2024-03-06,1.0,Electricity bill,Utilities,expense,debit_card,0,0.0
2024-12-13,47.03,Juan Valdez coffee,Food,expense,debit_card,0,0.0
2024-08-23,1.0,Uber airport trip,Transportation,expense,credit_card,6,0.17
2023-04-12,3881.39,Corporate reimbursement,Income,income,credit_card,9,431.27
2024-02-05,1.0,Chicken takeout,Food,expense,debit_card,0,0.0
2024-07-21,3.55,Xiaomi phone,Shopping,expense,debit_card,0,0.0
2024-01-01,7.0,InDriver ride,Transportation,expense,debit_card,0,0.0
2024-06-19,60.8,Drugstore purchase,Health,expense,cash,0,0.0
2023-07-04,64.45,Monthly salary,Income,income,debit_card,0,0.0
2024-09-03,91.85,Home Depot tools,Shopping,expense,credit_card,2,45.92
2023-10-10,1.0,Coursera program,Education,expense,debit_card,0,0.0
2023-11-25,1.0,Target shopping,Shopping,expense,debit_card,0,0.0
2023-06-30,8.15,Vehicle inspection fee,Transportation,expense,debit_card,0,0.0
2023-01-25,49.99,Movie theater tickets,Entertainment,expense,credit_card,12,4.17
2023-10-02,18.44,Riot Games RP,Entertainment,expense,debit_card,0,0.0
2023-04-19,7.86,Dominos pizza,Food,expense,debit_card,0,0.0
